
task_id,transaction_id,region,user_id,role,variant,step_index,action_name,application,duration_sec,start_time_sec,end_time_sec,decision_outcome,auto_score
invoice_approval,TX0070,APAC,U782,AP Clerk,B,3,open_invoice,PDF Viewer,13.97,27.54,41.51,,0.9
invoice_approval,TX0070,APAC,U782,AP Clerk,B,4,validate_invoice_data,SAP,34.73,41.51,76.24,,0.6
invoice_approval,TX0070,APAC,U782,AP Clerk,B,5,check_tolerance,SAP,23.12,76.24,99.37,within_tolerance,0.6
invoice_approval,TX0070,APAC,U782,AP Clerk,B,6,approve_invoice,SAP,26.98,99.37,126.34,approved,0.6
invoice_approval,TX0070,APAC,U782,AP Clerk,B,7,manager_approval,Outlook,49.87,126.34,176.21,approved,0.8
invoice_approval,TX0070,APAC,U782,AP Clerk,B,8,record_log,Excel,11.78,176.21,187.99,approved,0.9
invoice_approval,TX0070,APAC,U782,AP Clerk,B,9,notify_requester,Outlook,10.0,187.99,197.99,approved,0.8
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,1,read_email,Outlook,29.66,0.0,29.66,,0.8
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,2,download_attachment,Outlook,10.31,29.66,39.97,,0.8
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,3,open_invoice,PDF Viewer,20.19,39.97,60.17,,0.9
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,4,validate_invoice_data,SAP,12.04,60.17,72.2,,0.6
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,5,check_tolerance,SAP,18.63,72.2,90.84,within_tolerance,0.6
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,6,approve_invoice,SAP,33.71,90.84,124.55,approved,0.6
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,7,record_log,Excel,14.19,124.55,138.74,approved,0.9
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,8,compile_summary,Excel,33.42,138.74,172.15,approved,0.9
invoice_approval,TX0071,EMEA,U973,AP Clerk,E,9,notify_requester,Outlook,12.55,172.15,184.71,approved,0.8
invoice_approval,TX0072,Americas,U863,AP Clerk,E,1,read_email,Outlook,23.38,0.0,23.38,,0.8
invoice_approval,TX0072,Americas,U863,AP Clerk,E,2,download_attachment,Outlook,8.6,23.38,31.99,,0.8
invoice_approval,TX0072,Americas,U863,AP Clerk,E,3,open_invoice,PDF Viewer,16.65,31.99,48.64,,0.9
invoice_approval,TX0072,Americas,U863,AP Clerk,E,4,validate_invoice_data,SAP,26.97,48.64,75.61,,0.6
invoice_approval,TX0072,Americas,U863,AP Clerk,E,5,check_tolerance,SAP,23.18,75.61,98.79,within_tolerance,0.6
invoice_approval,TX0072,Americas,U863,AP Clerk,E,6,approve_invoice,SAP,31.83,98.79,130.62,approved,0.6
invoice_approval,TX0072,Americas,U863,AP Clerk,E,7,record_log,Excel,12.2,130.62,142.82,approved,0.9
invoice_approval,TX0072,Americas,U863,AP Clerk,E,8,compile_summary,Excel,23.51,142.82,166.33,approved,0.9
invoice_approval,TX0072,Americas,U863,AP Clerk,E,9,notify_requester,Outlook,7.94,166.33,174.27,approved,0.8
invoice_approval,TX0073,Americas,U761,AP Clerk,E,1,read_email,Outlook,11.97,0.0,11.97,,0.8
invoice_approval,TX0073,Americas,U761,AP Clerk,E,2,download_attachment,Outlook,10.19,11.97,22.15,,0.8
invoice_approval,TX0073,Americas,U761,AP Clerk,E,3,open_invoice,PDF Viewer,13.99,22.15,36.14,,0.9
invoice_approval,TX0073,Americas,U761,AP Clerk,E,4,validate_invoice_data,SAP,36.49,36.14,72.64,,0.6
invoice_approval,TX0073,Americas,U761,AP Clerk,E,5,check_tolerance,SAP,33.19,72.64,105.82,within_tolerance,0.6
invoice_approval,TX0073,Americas,U761,AP Clerk,E,6,approve_invoice,SAP,22.12,105.82,127.94,approved,0.6
invoice_approval,TX0073,Americas,U761,AP Clerk,E,7,record_log,Excel,18.67,127.94,146.61,approved,0.9
invoice_approval,TX0073,Americas,U761,AP Clerk,E,8,compile_summary,Excel,39.28,146.61,185.89,approved,0.9
invoice_approval,TX0073,Americas,U761,AP Clerk,E,9,notify_requester,Outlook,13.35,185.89,199.24,approved,0.8
invoice_approval,TX0074,APAC,U379,Supervisor,B,1,read_email,Outlook,19.59,0.0,19.59,,0.8
invoice_approval,TX0074,APAC,U379,Supervisor,B,2,download_attachment,Outlook,15.59,19.59,35.18,,0.8
invoice_approval,TX0074,APAC,U379,Supervisor,B,3,open_invoice,PDF Viewer,7.8,35.18,42.98,,0.9
invoice_approval,TX0074,APAC,U379,Supervisor,B,4,validate_invoice_data,SAP,42.06,42.98,85.04,,0.6
invoice_approval,TX0074,APAC,U379,Supervisor,B,5,check_tolerance,SAP,29.84,85.04,114.89,exceeds_tolerance,0.6
invoice_approval,TX0074,APAC,U379,Supervisor,B,6,approve_invoice,SAP,19.54,114.89,134.43,approved,0.6
invoice_approval,TX0074,APAC,U379,Supervisor,B,7,manager_approval,Outlook,68.04,134.43,202.47,approved,0.8
invoice_approval,TX0074,APAC,U379,Supervisor,B,8,record_log,Excel,14.49,202.47,216.96,approved,0.9
invoice_approval,TX0074,APAC,U379,Supervisor,B,9,notify_requester,Outlook,13.88,216.96,230.84,approved,0.8
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,1,read_email,Outlook,17.93,0.0,17.93,,0.8
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,2,download_attachment,Outlook,12.53,17.93,30.46,,0.8
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,3,open_invoice,PDF Viewer,17.15,30.46,47.62,,0.9
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,4,validate_invoice_data,SAP,39.53,47.62,87.15,,0.6
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,5,check_tolerance,SAP,34.09,87.15,121.24,within_tolerance,0.6
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,6,approve_invoice,SAP,24.97,121.24,146.21,approved,0.6
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,7,record_log,Excel,11.88,146.21,158.09,approved,0.9
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,8,compile_summary,Excel,26.63,158.09,184.72,approved,0.9
invoice_approval,TX0075,LATAM,U923,AP Clerk,E,9,notify_requester,Outlook,11.94,184.72,196.66,approved,0.8
invoice_approval,TX0076,APAC,U339,AP Clerk,A,1,read_email,Outlook,11.25,0.0,11.25,,0.8
invoice_approval,TX0076,APAC,U339,AP Clerk,A,2,download_attachment,Outlook,5.1,11.25,16.34,,0.8
invoice_approval,TX0076,APAC,U339,AP Clerk,A,3,open_invoice,PDF Viewer,12.42,16.34,28.76,,0.9
invoice_approval,TX0076,APAC,U339,AP Clerk,A,4,validate_invoice_data,SAP,52.11,28.76,80.87,,0.6
invoice_approval,TX0076,APAC,U339,AP Clerk,A,5,check_tolerance,SAP,23.19,80.87,104.05,within_tolerance,0.6
invoice_approval,TX0076,APAC,U339,AP Clerk,A,6,approve_invoice,SAP,18.18,104.05,122.23,approved,0.6
invoice_approval,TX0076,APAC,U339,AP Clerk,A,7,record_log,Excel,13.25,122.23,135.48,approved,0.9
invoice_approval,TX0076,APAC,U339,AP Clerk,A,8,notify_requester,Outlook,7.24,135.48,142.72,approved,0.8
invoice_approval,TX0077,Americas,U138,AP Clerk,A,1,read_email,Outlook,17.74,0.0,17.74,,0.8
invoice_approval,TX0077,Americas,U138,AP Clerk,A,2,download_attachment,Outlook,10.06,17.74,27.8,,0.8
invoice_approval,TX0077,Americas,U138,AP Clerk,A,3,open_invoice,PDF Viewer,16.64,27.8,44.44,,0.9
invoice_approval,TX0077,Americas,U138,AP Clerk,A,4,validate_invoice_data,SAP,36.49,44.44,80.93,,0.6
invoice_approval,TX0077,Americas,U138,AP Clerk,A,5,check_tolerance,SAP,18.58,80.93,99.51,within_tolerance,0.6
invoice_approval,TX0077,Americas,U138,AP Clerk,A,6,approve_invoice,SAP,27.57,99.51,127.08,approved,0.6
invoice_approval,TX0077,Americas,U138,AP Clerk,A,7,record_log,Excel,18.93,127.08,146.01,approved,0.9
invoice_approval,TX0077,Americas,U138,AP Clerk,A,8,notify_requester,Outlook,9.31,146.01,155.32,approved,0.8
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,1,read_email,Outlook,14.89,0.0,14.89,,0.8
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,2,download_attachment,Outlook,10.21,14.89,25.1,,0.8
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,3,open_invoice,PDF Viewer,15.98,25.1,41.08,,0.9
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,4,validate_invoice_data,SAP,39.23,41.08,80.31,,0.6
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,5,check_tolerance,SAP,24.05,80.31,104.36,within_tolerance,0.6
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,6,send_for_review,Outlook,57.87,104.36,162.22,requires_review,0.8
invoice_approval,TX0078,EMEA,U770,AP Clerk,D,7,end_process,-,1.0,162.22,163.22,requires_review,0.6
invoice_approval,TX0079,APAC,U760,AP Clerk,B,1,read_email,Outlook,18.2,0.0,18.2,,0.8
invoice_approval,TX0079,APAC,U760,AP Clerk,B,2,download_attachment,Outlook,8.44,18.2,26.64,,0.8
invoice_approval,TX0079,APAC,U760,AP Clerk,B,3,open_invoice,PDF Viewer,16.55,26.64,43.19,,0.9
invoice_approval,TX0079,APAC,U760,AP Clerk,B,4,validate_invoice_data,SAP,53.97,43.19,97.15,,0.6
invoice_approval,TX0079,APAC,U760,AP Clerk,B,5,check_tolerance,SAP,40.78,97.15,137.94,within_tolerance,0.6
invoice_approval,TX0079,APAC,U760,AP Clerk,B,6,approve_invoice,SAP,20.52,137.94,158.46,approved,0.6
invoice_approval,TX0079,APAC,U760,AP Clerk,B,7,manager_approval,Outlook,41.66,158.46,200.11,approved,0.8
invoice_approval,TX0079,APAC,U760,AP Clerk,B,8,record_log,Excel,14.32,200.11,214.43,approved,0.9
invoice_approval,TX0079,APAC,U760,AP Clerk,B,9,notify_requester,Outlook,9.76,214.43,224.2,approved,0.8
invoice_approval,TX0080,APAC,U228,Manager,A,1,read_email,Outlook,22.61,0.0,22.61,,0.8
invoice_approval,TX0080,APAC,U228,Manager,A,2,download_attachment,Outlook,15.42,22.61,38.04,,0.8
invoice_approval,TX0080,APAC,U228,Manager,A,3,open_invoice,PDF Viewer,9.99,38.04,48.03,,0.9
invoice_approval,TX0080,APAC,U228,Manager,A,4,validate_invoice_data,SAP,35.56,48.03,83.59,,0.6
invoice_approval,TX0080,APAC,U228,Manager,A,5,check_tolerance,SAP,32.25,83.59,115.84,within_tolerance,0.6
invoice_approval,TX0080,APAC,U228,Manager,A,6,approve_invoice,SAP,20.97,115.84,136.81,approved,0.6
invoice_approval,TX0080,APAC,U228,Manager,A,7,record_log,Excel,16.29,136.81,153.1,approved,0.9
invoice_approval,TX0080,APAC,U228,Manager,A,8,notify_requester,Outlook,7.39,153.1,160.49,approved,0.8
invoice_approval,TX0081,APAC,U248,Analyst,D,1,read_email,Outlook,11.33,0.0,11.33,,0.8
invoice_approval,TX0081,APAC,U248,Analyst,D,2,download_attachment,Outlook,8.66,11.33,19.99,,0.8
invoice_approval,TX0081,APAC,U248,Analyst,D,3,open_invoice,PDF Viewer,21.19,19.99,41.18,,0.9
invoice_approval,TX0081,APAC,U248,Analyst,D,4,validate_invoice_data,SAP,52.78,41.18,93.96,,0.6
invoice_approval,TX0081,APAC,U248,Analyst,D,5,check_tolerance,SAP,35.1,93.96,129.06,within_tolerance,0.6
invoice_approval,TX0081,APAC,U248,Analyst,D,6,send_for_review,Outlook,56.94,129.06,186.0,requires_review,0.8
invoice_approval,TX0081,APAC,U248,Analyst,D,7,end_process,-,1.0,186.0,187.0,requires_review,0.6
invoice_approval,TX0082,APAC,U859,AP Clerk,A,1,read_email,Outlook,19.53,0.0,19.53,,0.8
invoice_approval,TX0082,APAC,U859,AP Clerk,A,2,download_attachment,Outlook,10.82,19.53,30.35,,0.8
invoice_approval,TX0082,APAC,U859,AP Clerk,A,3,open_invoice,PDF Viewer,15.95,30.35,46.3,,0.9
invoice_approval,TX0082,APAC,U859,AP Clerk,A,4,validate_invoice_data,SAP,31.01,46.3,77.31,,0.6
invoice_approval,TX0082,APAC,U859,AP Clerk,A,5,check_tolerance,SAP,32.42,77.31,109.74,within_tolerance,0.6
invoice_approval,TX0082,APAC,U859,AP Clerk,A,6,approve_invoice,SAP,20.95,109.74,130.68,approved,0.6
invoice_approval,TX0082,APAC,U859,AP Clerk,A,7,record_log,Excel,15.84,130.68,146.52,approved,0.9
invoice_approval,TX0082,APAC,U859,AP Clerk,A,8,notify_requester,Outlook,7.58,146.52,154.1,approved,0.8
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,1,read_email,Outlook,14.67,0.0,14.67,,0.8
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,2,download_attachment,Outlook,13.18,14.67,27.84,,0.8
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,3,open_invoice,PDF Viewer,16.7,27.84,44.55,,0.9
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,4,validate_invoice_data,SAP,27.59,44.55,72.14,,0.6
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,5,check_tolerance,SAP,37.06,72.14,109.2,within_tolerance,0.6
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,6,approve_invoice,SAP,26.98,109.2,136.18,approved,0.6
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,7,record_log,Excel,14.16,136.18,150.34,approved,0.9
invoice_approval,TX0083,NorthAmerica,U758,Analyst,A,8,notify_requester,Outlook,12.39,150.34,162.73,approved,0.8
invoice_approval,TX0084,Americas,U739,Manager,A,1,read_email,Outlook,23.33,0.0,23.33,,0.8
invoice_approval,TX0084,Americas,U739,Manager,A,2,download_attachment,Outlook,7.46,23.33,30.79,,0.8
invoice_approval,TX0084,Americas,U739,Manager,A,3,open_invoice,PDF Viewer,13.94,30.79,44.73,,0.9
invoice_approval,TX0084,Americas,U739,Manager,A,4,validate_invoice_data,SAP,52.29,44.73,97.02,,0.6
invoice_approval,TX0084,Americas,U739,Manager,A,5,check_tolerance,SAP,29.67,97.02,126.69,within_tolerance,0.6
invoice_approval,TX0084,Americas,U739,Manager,A,6,approve_invoice,SAP,22.84,126.69,149.52,approved,0.6
invoice_approval,TX0084,Americas,U739,Manager,A,7,record_log,Excel,13.88,149.52,163.4,approved,0.9
invoice_approval,TX0084,Americas,U739,Manager,A,8,notify_requester,Outlook,8.83,163.4,172.23,approved,0.8
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,1,read_email,Outlook,10.66,0.0,10.66,,0.8
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,2,download_attachment,Outlook,12.37,10.66,23.02,,0.8
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,3,open_invoice,PDF Viewer,12.33,23.02,35.35,,0.9
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,4,validate_invoice_data,SAP,44.72,35.35,80.07,,0.6
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,5,check_tolerance,SAP,22.87,80.07,102.93,within_tolerance,0.6
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,6,approve_invoice,SAP,23.01,102.93,125.94,approved,0.6
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,7,record_log,Excel,18.2,125.94,144.14,approved,0.9
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,8,update_local_log,Notepad,19.62,144.14,163.76,approved,0.9
invoice_approval,TX0085,NorthAmerica,U320,AP Clerk,C,9,notify_requester,Outlook,14.95,163.76,178.71,approved,0.8
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,1,read_email,Outlook,12.48,0.0,12.48,,0.8
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,2,download_attachment,Outlook,12.06,12.48,24.54,,0.8
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,3,open_invoice,PDF Viewer,13.53,24.54,38.07,,0.9
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,4,validate_invoice_data,SAP,43.79,38.07,81.86,,0.6
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,5,check_tolerance,SAP,48.63,81.86,130.49,within_tolerance,0.6
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,6,approve_invoice,SAP,30.53,130.49,161.03,approved,0.6
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,7,record_log,Excel,13.02,161.03,174.04,approved,0.9
invoice_approval,TX0086,LATAM,U951,AP Clerk,A,8,notify_requester,Outlook,8.2,174.04,182.24,approved,0.8
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,1,read_email,Outlook,18.99,0.0,18.99,,0.8
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,2,download_attachment,Outlook,12.52,18.99,31.51,,0.8
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,3,open_invoice,PDF Viewer,18.79,31.51,50.3,,0.9
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,4,validate_invoice_data,SAP,47.21,50.3,97.51,,0.6
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,5,check_tolerance,SAP,35.17,97.51,132.68,within_tolerance,0.6
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,6,send_for_review,Outlook,59.48,132.68,192.16,requires_review,0.8
invoice_approval,TX0087,LATAM,U838,AP Clerk,D,7,end_process,-,1.0,192.16,193.16,requires_review,0.6
invoice_approval,TX0088,Americas,U687,AP Clerk,D,1,read_email,Outlook,25.15,0.0,25.15,,0.8
invoice_approval,TX0088,Americas,U687,AP Clerk,D,2,download_attachment,Outlook,6.53,25.15,31.68,,0.8
invoice_approval,TX0088,Americas,U687,AP Clerk,D,3,open_invoice,PDF Viewer,17.21,31.68,48.89,,0.9
invoice_approval,TX0088,Americas,U687,AP Clerk,D,4,validate_invoice_data,SAP,41.52,48.89,90.42,,0.6
invoice_approval,TX0088,Americas,U687,AP Clerk,D,5,check_tolerance,SAP,18.91,90.42,109.33,within_tolerance,0.6
invoice_approval,TX0088,Americas,U687,AP Clerk,D,6,send_for_review,Outlook,37.16,109.33,146.48,requires_review,0.8
invoice_approval,TX0088,Americas,U687,AP Clerk,D,7,end_process,-,1.0,146.48,147.48,requires_review,0.6
invoice_approval,TX0089,APAC,U379,Manager,A,1,read_email,Outlook,18.35,0.0,18.35,,0.8
invoice_approval,TX0089,APAC,U379,Manager,A,2,download_attachment,Outlook,12.55,18.35,30.9,,0.8
invoice_approval,TX0089,APAC,U379,Manager,A,3,open_invoice,PDF Viewer,23.07,30.9,53.97,,0.9
invoice_approval,TX0089,APAC,U379,Manager,A,4,validate_invoice_data,SAP,40.77,53.97,94.74,,0.6
invoice_approval,TX0089,APAC,U379,Manager,A,5,check_tolerance,SAP,22.6,94.74,117.34,exceeds_tolerance,0.6
invoice_approval,TX0089,APAC,U379,Manager,A,6,approve_invoice,SAP,22.54,117.34,139.88,approved,0.6
invoice_approval,TX0089,APAC,U379,Manager,A,7,record_log,Excel,14.33,139.88,154.21,approved,0.9
invoice_approval,TX0089,APAC,U379,Manager,A,8,notify_requester,Outlook,9.63,154.21,163.84,approved,0.8
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,1,read_email,Outlook,22.37,0.0,22.37,,0.8
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,2,download_attachment,Outlook,12.17,22.37,34.54,,0.8
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,3,open_invoice,PDF Viewer,10.71,34.54,45.25,,0.9
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,4,validate_invoice_data,SAP,61.27,45.25,106.51,,0.6
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,5,check_tolerance,SAP,16.36,106.51,122.87,exceeds_tolerance,0.6
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,6,approve_invoice,SAP,17.93,122.87,140.8,approved,0.6
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,7,record_log,Excel,15.04,140.8,155.84,approved,0.9
invoice_approval,TX0090,NorthAmerica,U529,AP Clerk,A,8,notify_requester,Outlook,9.36,155.84,165.2,approved,0.8
invoice_approval,TX0091,Americas,U777,AP Clerk,A,1,read_email,Outlook,15.96,0.0,15.96,,0.8
invoice_approval,TX0091,Americas,U777,AP Clerk,A,2,download_attachment,Outlook,8.07,15.96,24.02,,0.8
invoice_approval,TX0091,Americas,U777,AP Clerk,A,3,open_invoice,PDF Viewer,16.03,24.02,40.05,,0.9
invoice_approval,TX0091,Americas,U777,AP Clerk,A,4,validate_invoice_data,SAP,51.71,40.05,91.76,,0.6
invoice_approval,TX0091,Americas,U777,AP Clerk,A,5,check_tolerance,SAP,27.82,91.76,119.57,within_tolerance,0.6
invoice_approval,TX0091,Americas,U777,AP Clerk,A,6,approve_invoice,SAP,27.4,119.57,146.98,approved,0.6
invoice_approval,TX0091,Americas,U777,AP Clerk,A,7,record_log,Excel,10.92,146.98,157.9,approved,0.9
invoice_approval,TX0091,Americas,U777,AP Clerk,A,8,notify_requester,Outlook,8.65,157.9,166.55,approved,0.8
invoice_approval,TX0092,APAC,U504,Analyst,A,1,read_email,Outlook,23.18,0.0,23.18,,0.8
invoice_approval,TX0092,APAC,U504,Analyst,A,2,download_attachment,Outlook,10.68,23.18,33.87,,0.8
invoice_approval,TX0092,APAC,U504,Analyst,A,3,open_invoice,PDF Viewer,21.43,33.87,55.3,,0.9
invoice_approval,TX0092,APAC,U504,Analyst,A,4,validate_invoice_data,SAP,34.25,55.3,89.55,,0.6
invoice_approval,TX0092,APAC,U504,Analyst,A,5,check_tolerance,SAP,30.59,89.55,120.14,exceeds_tolerance,0.6
invoice_approval,TX0092,APAC,U504,Analyst,A,6,approve_invoice,SAP,20.06,120.14,140.19,approved,0.6
invoice_approval,TX0092,APAC,U504,Analyst,A,7,record_log,Excel,10.76,140.19,150.95,approved,0.9
invoice_approval,TX0092,APAC,U504,Analyst,A,8,notify_requester,Outlook,10.03,150.95,160.98,approved,0.8
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,1,read_email,Outlook,13.07,0.0,13.07,,0.8
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,2,download_attachment,Outlook,8.39,13.07,21.47,,0.8
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,3,open_invoice,PDF Viewer,12.55,21.47,34.02,,0.9
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,4,validate_invoice_data,SAP,47.98,34.02,82.0,,0.6
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,5,check_tolerance,SAP,29.57,82.0,111.57,within_tolerance,0.6
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,6,approve_invoice,SAP,18.58,111.57,130.15,approved,0.6
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,7,record_log,Excel,18.06,130.15,148.21,approved,0.9
invoice_approval,TX0093,EMEA,U820,AP Clerk,A,8,notify_requester,Outlook,10.81,148.21,159.03,approved,0.8
invoice_approval,TX0094,LATAM,U826,Manager,B,1,read_email,Outlook,18.75,0.0,18.75,,0.8
invoice_approval,TX0094,LATAM,U826,Manager,B,2,download_attachment,Outlook,12.96,18.75,31.71,,0.8
invoice_approval,TX0094,LATAM,U826,Manager,B,3,open_invoice,PDF Viewer,17.4,31.71,49.11,,0.9
invoice_approval,TX0094,LATAM,U826,Manager,B,4,validate_invoice_data,SAP,38.71,49.11,87.82,,0.6
invoice_approval,TX0094,LATAM,U826,Manager,B,5,check_tolerance,SAP,38.41,87.82,126.22,within_tolerance,0.6
invoice_approval,TX0094,LATAM,U826,Manager,B,6,approve_invoice,SAP,22.85,126.22,149.07,approved,0.6
invoice_approval,TX0094,LATAM,U826,Manager,B,7,manager_approval,Outlook,49.61,149.07,198.68,approved,0.8
invoice_approval,TX0094,LATAM,U826,Manager,B,8,record_log,Excel,18.27,198.68,216.95,approved,0.9
invoice_approval,TX0094,LATAM,U826,Manager,B,9,notify_requester,Outlook,11.68,216.95,228.64,approved,0.8
invoice_approval,TX0095,LATAM,U505,Supervisor,B,1,read_email,Outlook,23.3,0.0,23.3,,0.8
invoice_approval,TX0095,LATAM,U505,Supervisor,B,2,download_attachment,Outlook,9.94,23.3,33.25,,0.8
invoice_approval,TX0095,LATAM,U505,Supervisor,B,3,open_invoice,PDF Viewer,12.17,33.25,45.41,,0.9
invoice_approval,TX0095,LATAM,U505,Supervisor,B,4,validate_invoice_data,SAP,40.73,45.41,86.14,,0.6
invoice_approval,TX0095,LATAM,U505,Supervisor,B,5,check_tolerance,SAP,26.86,86.14,113.0,within_tolerance,0.6
invoice_approval,TX0095,LATAM,U505,Supervisor,B,6,approve_invoice,SAP,21.13,113.0,134.14,approved,0.6
invoice_approval,TX0095,LATAM,U505,Supervisor,B,7,manager_approval,Outlook,58.12,134.14,192.26,approved,0.8
invoice_approval,TX0095,LATAM,U505,Supervisor,B,8,record_log,Excel,15.61,192.26,207.87,approved,0.9
invoice_approval,TX0095,LATAM,U505,Supervisor,B,9,notify_requester,Outlook,8.17,207.87,216.03,approved,0.8
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,1,read_email,Outlook,21.33,0.0,21.33,,0.8
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,2,download_attachment,Outlook,11.53,21.33,32.86,,0.8
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,3,open_invoice,PDF Viewer,15.09,32.86,47.95,,0.9
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,4,validate_invoice_data,SAP,36.05,47.95,84.0,,0.6
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,5,check_tolerance,SAP,40.73,84.0,124.73,within_tolerance,0.6
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,6,approve_invoice,SAP,22.46,124.73,147.19,approved,0.6
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,7,record_log,Excel,10.15,147.19,157.34,approved,0.9
invoice_approval,TX0096,EMEA,U249,AP Clerk,A,8,notify_requester,Outlook,8.97,157.34,166.31,approved,0.8
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,1,read_email,Outlook,24.29,0.0,24.29,,0.8
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,2,download_attachment,Outlook,9.53,24.29,33.81,,0.8
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,3,open_invoice,PDF Viewer,10.82,33.81,44.63,,0.9
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,4,validate_invoice_data,SAP,44.16,44.63,88.79,,0.6
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,5,check_tolerance,SAP,20.32,88.79,109.11,within_tolerance,0.6
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,6,approve_invoice,SAP,17.13,109.11,126.24,approved,0.6
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,7,record_log,Excel,14.06,126.24,140.3,approved,0.9
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,8,update_local_log,Notepad,21.57,140.3,161.88,approved,0.9
invoice_approval,TX0097,NorthAmerica,U739,AP Clerk,C,9,notify_requester,Outlook,9.46,161.88,171.34,approved,0.8
invoice_approval,TX0098,APAC,U178,Manager,D,1,read_email,Outlook,20.33,0.0,20.33,,0.8
invoice_approval,TX0098,APAC,U178,Manager,D,2,download_attachment,Outlook,11.29,20.33,31.62,,0.8
invoice_approval,TX0098,APAC,U178,Manager,D,3,open_invoice,PDF Viewer,14.75,31.62,46.37,,0.9
invoice_approval,TX0098,APAC,U178,Manager,D,4,validate_invoice_data,SAP,31.82,46.37,78.19,,0.6
